SourceSite;TravelTime in sec;DestinationSite
STO_023;1351;STO_026
STO_023;1214;STO_027
STO_023;2276;STO_028
STO_023;1492;STO_029
STO_023;1266;STO_030
STO_023;2324;STO_031
STO_023;2980;STO_032
STO_023;705;STO_033
STO_023;1567;STO_034
STO_023;1461;STO_035
STO_023;1498;STO_036
STO_023;2248;STO_037
STO_023;2793;STO_038
STO_023;1448;STO_039
STO_023;1337;STO_040
STO_023;1670;STO_041
STO_023;2064;STO_042
STO_023;2048;STO_043
STO_023;2038;STO_044
STO_023;1278;STO_045
STO_023;2675;STO_046
STO_023;2360;STO_047
STO_023;2221;STO_048
STO_024;1971;HUB_001
STO_024;461;STO_002
STO_024;2733;STO_003
STO_024;1859;STO_004
STO_024;2413;STO_005
STO_024;1648;STO_006
STO_024;2252;STO_007
STO_024;542;STO_008
STO_024;994;STO_009
STO_024;2758;STO_010
STO_024;3903;STO_011
STO_024;2550;STO_012
STO_024;3119;STO_013
STO_024;3961;STO_014
STO_024;2724;STO_015
STO_024;1145;STO_016
STO_024;2448;STO_017
STO_024;1611;STO_018
STO_024;1195;STO_019
STO_024;2009;STO_020
STO_024;1192;STO_021
STO_024;1531;STO_022
STO_024;2895;STO_023
STO_024;0;STO_024
STO_024;2769;STO_025
STO_024;3297;STO_026
STO_024;2499;STO_027
STO_024;2160;STO_028
STO_024;4374;STO_029
STO_024;3467;STO_030
STO_024;2143;STO_031
STO_024;436;STO_032
STO_024;2477;STO_033
STO_024;1727;STO_034
STO_024;1453;STO_035
STO_024;3457;STO_036
STO_024;1388;STO_037
STO_024;874;STO_038
STO_024;2076;STO_039
STO_024;2210;STO_040
STO_024;2859;STO_041
STO_024;1386;STO_042
STO_024;2208;STO_043
STO_024;2172;STO_044
STO_024;1923;STO_045
STO_024;1358;STO_046
STO_024;607;STO_047
STO_024;1380;STO_048
STO_025;3560;HUB_001
STO_025;2734;STO_002
STO_025;4232;STO_003
STO_025;1205;STO_004
STO_025;1675;STO_005
STO_025;1944;STO_006
STO_025;1973;STO_007
STO_025;3311;STO_008
STO_025;2293;STO_009
STO_025;1311;STO_010
STO_025;2656;STO_011
STO_025;600;STO_012
STO_025;2081;STO_013
STO_025;3159;STO_014
STO_025;4433;STO_015
STO_025;1712;STO_016
STO_025;3185;STO_017
STO_025;2659;STO_018
STO_025;1591;STO_019
STO_025;1069;STO_020
STO_025;1841;STO_021
STO_025;1258;STO_022
STO_025;2377;STO_023
STO_025;2769;STO_024
STO_025;0;STO_025
STO_025;3661;STO_026
STO_025;1166;STO_027
STO_025;3812;STO_028
STO_025;3484;STO_029
STO_025;3627;STO_030
STO_025;637;STO_031
STO_025;3143;STO_032
STO_025;1703;STO_033
STO_025;1347;STO_034
STO_025;1967;STO_035
STO_025;3826;STO_036
STO_025;1381;STO_037
STO_025;3340;STO_038
STO_025;1127;STO_039
STO_025;3091;STO_040
STO_025;3741;STO_041
STO_025;1412;STO_042
STO_025;3673;STO_043
STO_025;632;STO_044
STO_025;1441;STO_045
STO_025;3589;STO_046
STO_025;2229;STO_047
STO_025;1390;STO_048
STO_026;1650;HUB_001
STO_026;2840;STO_002
STO_026;1505;STO_003
STO_026;2656;STO_004
STO_026;1986;STO_005
STO_026;2043;STO_006
STO_026;1712;STO_007
STO_026;3499;STO_008
STO_026;2402;STO_009
STO_026;2427;STO_010
STO_026;1999;STO_011
STO_026;3062;STO_012
STO_026;1819;STO_013
STO_026;1488;STO_014
STO_026;1841;STO_015
STO_026;2824;STO_016
STO_026;851;STO_017
STO_026;1695;STO_018
STO_026;3327;STO_019
STO_026;2715;STO_020
STO_026;2564;STO_021
STO_026;3057;STO_022
STO_026;1351;STO_023
STO_026;3297;STO_024
STO_026;3661;STO_025
STO_026;0;STO_026
STO_026;2500;STO_027
STO_026;1684;STO_028
STO_026;1749;STO_029
STO_026;270;STO_030
STO_026;3488;STO_031
STO_026;3196;STO_032
STO_026;1959;STO_033
STO_026;2590;STO_034
STO_026;2181;STO_035
STO_026;176;STO_036
STO_026;3189;STO_037
STO_026;2823;STO_038
STO_026;2609;STO_039
STO_026;1092;STO_040
STO_026;676;STO_041
STO_026;2995;STO_042
STO_026;1460;STO_043
STO_026;3225;STO_044
STO_026;2346;STO_045
STO_026;2481;STO_046
STO_026;2939;STO_047
STO_026;3158;STO_048
STO_027;2630;HUB_001
STO_027;2273;STO_002
STO_027;3213;STO_003
STO_027;665;STO_004
STO_027;520;STO_005
STO_027;1076;STO_006
STO_027;856;STO_007
STO_027;3003;STO_008
STO_027;1675;STO_009
STO_027;283;STO_010
STO_027;1708;STO_011
STO_027;567;STO_012
STO_027;992;STO_013
STO_027;2092;STO_014
STO_027;3454;STO_015
STO_027;1371;STO_016
STO_027;2093;STO_017
STO_027;1749;STO_018
STO_027;1619;STO_019
STO_027;552;STO_020
STO_027;1316;STO_021
STO_027;1158;STO_022
STO_027;1214;STO_023
STO_027;2499;STO_024
STO_027;1166;STO_025
STO_027;2500;STO_026
STO_027;0;STO_027
STO_027;2870;STO_028
STO_027;2459;STO_029
STO_027;2460;STO_030
STO_027;1165;STO_031
STO_027;2753;STO_032
STO_027;540;STO_033
STO_027;776;STO_034
STO_027;1201;STO_035
STO_027;2663;STO_036
STO_027;1364;STO_037
STO_027;2778;STO_038
STO_027;446;STO_039
STO_027;2040;STO_040
STO_027;2632;STO_041
STO_027;1235;STO_042
STO_027;2695;STO_043
STO_027;873;STO_044
STO_027;599;STO_045
STO_027;2879;STO_046
STO_027;1891;STO_047
STO_027;1347;STO_048
STO_028;253;HUB_001
STO_028;1732;STO_002
STO_028;573;STO_003
STO_028;2608;STO_004
STO_028;2422;STO_005
STO_028;1870;STO_006
STO_028;2064;STO_007
STO_028;2139;STO_008
STO_028;1679;STO_009
STO_028;2969;STO_010
STO_028;3301;STO_011
STO_028;3299;STO_012
STO_028;2757;STO_013
STO_028;2990;STO_014
STO_028;637;STO_015
STO_028;2319;STO_016
STO_028;1059;STO_017
STO_028;1153;STO_018
STO_028;2772;STO_019
STO_028;2744;STO_020
STO_028;2085;STO_021
STO_028;2741;STO_022
STO_028;2276;STO_023
STO_028;2160;STO_024
STO_028;3812;STO_025
STO_028;1684;STO_026
STO_028;2870;STO_027
STO_028;0;STO_028
STO_028;3334;STO_029
STO_028;1944;STO_030
STO_028;3378;STO_031
STO_028;1883;STO_032
STO_028;2445;STO_033
STO_028;2471;STO_034
STO_028;1853;STO_035
STO_028;1776;STO_036
STO_028;2767;STO_037
STO_028;1403;STO_038
STO_028;2701;STO_039
STO_028;938;STO_040
STO_028;1023;STO_041
STO_028;2611;STO_042
STO_028;239;STO_043
STO_028;3212;STO_044
STO_028;2388;STO_045
STO_028;932;STO_046
STO_028;2101;STO_047
STO_028;2739;STO_048
STO_029;3230;HUB_001
STO_029;3973;STO_002
STO_029;3246;STO_003
STO_029;2984;STO_004
STO_029;2156;STO_005
STO_029;2759;STO_006
STO_029;2166;STO_007
STO_029;4731;STO_008
STO_029;3380;STO_009
STO_029;2220;STO_010
STO_029;854;STO_011
STO_029;2953;STO_012
STO_029;1470;STO_013
STO_029;414;STO_014
STO_029;3583;STO_015
STO_029;3502;STO_016
STO_029;2302;STO_017
STO_029;2863;STO_018
STO_029;3918;STO_019
STO_029;2944;STO_020
STO_029;3304;STO_021
STO_029;3502;STO_022
STO_029;1492;STO_023
STO_029;4374;STO_024
STO_029;3484;STO_025
STO_029;1749;STO_026
STO_029;2459;STO_027
STO_029;3334;STO_028
STO_029;0;STO_029
STO_029;1484;STO_030
STO_029;3624;STO_031
STO_029;4425;STO_032
STO_029;2091;STO_033
STO_029;3010;STO_034
STO_029;2954;STO_035
STO_029;1754;STO_036
STO_029;3694;STO_037
STO_029;4179;STO_038
STO_029;2818;STO_039
STO_029;2496;STO_040
STO_029;2401;STO_041
STO_029;3519;STO_042
STO_029;3096;STO_043
STO_029;3332;STO_044
STO_029;2720;STO_045
STO_029;3967;STO_046
STO_029;3852;STO_047
STO_029;3670;STO_048
STO_030;1897;HUB_001
STO_030;3015;STO_002
STO_030;1775;STO_003
STO_030;2683;STO_004
STO_030;1960;STO_005
STO_030;2123;STO_006
STO_030;1724;STO_007
STO_030;3697;STO_008
STO_030;2542;STO_009
STO_030;2358;STO_010
STO_030;1787;STO_011
STO_030;3027;STO_012
STO_030;1696;STO_013
STO_030;1241;STO_014
STO_030;2111;STO_015
STO_030;2917;STO_016
STO_030;1049;STO_017
STO_030;1856;STO_018
STO_030;3413;STO_019
STO_030;2727;STO_020
STO_030;2663;STO_021
STO_030;3113;STO_022
STO_030;1266;STO_023
STO_030;3467;STO_024
STO_030;3627;STO_025
STO_030;270;STO_026
STO_030;2460;STO_027
STO_030;1944;STO_028
STO_030;1484;STO_029
STO_030;0;STO_030
STO_030;3501;STO_031
STO_030;3392;STO_032
STO_030;1925;STO_033
STO_030;2632;STO_034
STO_030;2276;STO_035
STO_030;291;STO_036
STO_030;3258;STO_037
STO_030;3038;STO_038
STO_030;2615;STO_039
STO_030;1287;STO_040
STO_030;945;STO_041
STO_030;3064;STO_042
STO_030;1716;STO_043
STO_030;3229;STO_044
STO_030;2372;STO_045
STO_030;2717;STO_046
STO_030;3075;STO_047
STO_030;3228;STO_048
STO_031;3124;HUB_001
STO_031;2142;STO_002
STO_031;3844;STO_003
STO_031;841;STO_004
STO_031;1569;STO_005
STO_031;1563;STO_006
STO_031;1778;STO_007
STO_031;2685;STO_008
STO_031;1767;STO_009
STO_031;1411;STO_010
STO_031;2853;STO_011
STO_031;730;STO_012
STO_031;2158;STO_013
STO_031;3257;STO_014
STO_031;4012;STO_015
STO_031;1141;STO_016
STO_031;2893;STO_017
STO_031;2245;STO_018
STO_031;957;STO_019
STO_031;774;STO_020
STO_031;1317;STO_021
STO_031;675;STO_022
STO_031;2324;STO_023
STO_031;2143;STO_024
STO_031;637;STO_025
STO_031;3488;STO_026
STO_031;1165;STO_027
STO_031;3378;STO_028
STO_031;3624;STO_029
STO_031;3501;STO_030
STO_031;0;STO_031
STO_031;2529;STO_032
STO_031;1619;STO_033
STO_031;941;STO_034
STO_031;1532;STO_035
STO_031;3661;STO_036
STO_031;761;STO_037
STO_031;2760;STO_038
STO_031;887;STO_039
STO_031;2759;STO_040
STO_031;3456;STO_041
STO_031;829;STO_042
STO_031;3267;STO_043
STO_031;291;STO_044
STO_031;1144;STO_045
STO_031;3050;STO_046
STO_031;1626;STO_047
STO_031;774;STO_048
STO_032;1727;HUB_001
STO_032;488;STO_002
STO_032;2450;STO_003
STO_032;2148;STO_004
STO_032;2593;STO_005
STO_032;1797;STO_006
STO_032;2379;STO_007
STO_032;308;STO_008
STO_032;1118;STO_009
STO_032;2995;STO_010
STO_032;4029;STO_011
STO_032;2874;STO_012
STO_032;3265;STO_013
STO_032;4016;STO_014
STO_032;2400;STO_015
STO_032;1460;STO_016
STO_032;2347;STO_017
STO_032;1576;STO_018
STO_032;1599;STO_019
STO_032;2305;STO_020
STO_032;1440;STO_021
STO_032;1888;STO_022
STO_032;2980;STO_023
STO_032;436;STO_024
STO_032;3143;STO_025
STO_032;3196;STO_026
STO_032;2753;STO_027
STO_032;1883;STO_028
STO_032;4425;STO_029
STO_032;3392;STO_030
STO_032;2529;STO_031
STO_032;0;STO_032
STO_032;2653;STO_033
STO_032;2005;STO_034
STO_032;1614;STO_035
STO_032;3345;STO_036
STO_032;1768;STO_037
STO_032;498;STO_038
STO_032;2355;STO_039
STO_032;2106;STO_040
STO_032;2691;STO_041
STO_032;1736;STO_042
STO_032;1971;STO_043
STO_032;2529;STO_044
STO_032;2159;STO_045
STO_032;1004;STO_046
STO_032;918;STO_047
STO_032;1756;STO_048
STO_033;2218;HUB_001
STO_033;2166;STO_002
STO_033;2738;STO_003
STO_033;894;STO_004
STO_033;67;STO_005
STO_033;858;STO_006
STO_033;381;STO_007
STO_033;2932;STO_008
STO_033;1535;STO_009
STO_033;532;STO_010
STO_033;1456;STO_011
STO_033;1103;STO_012
STO_033;663;STO_013
STO_033;1695;STO_014
STO_033;2999;STO_015
STO_033;1453;STO_016
STO_033;1587;STO_017
STO_033;1392;STO_018
STO_033;1833;STO_019
STO_033;873;STO_020
STO_033;1302;STO_021
STO_033;1410;STO_022
STO_033;705;STO_023
STO_033;2477;STO_024
STO_033;1703;STO_025
STO_033;1959;STO_026
STO_033;540;STO_027
STO_033;2445;STO_028
STO_033;2091;STO_029
STO_033;1925;STO_030
STO_033;1619;STO_031
STO_033;2653;STO_032
STO_033;0;STO_033
STO_033;921;STO_034
STO_033;1039;STO_035
STO_033;2123;STO_036
STO_033;1604;STO_037
STO_033;2581;STO_038
STO_033;748;STO_039
STO_033;1563;STO_040
STO_033;2111;STO_041
STO_033;1432;STO_042
STO_033;2251;STO_043
STO_033;1333;STO_044
STO_033;634;STO_045
STO_033;2593;STO_046
STO_033;1891;STO_047
STO_033;1579;STO_048
STO_034;2218;HUB_001
STO_034;1536;STO_002
STO_034;2915;STO_003
STO_034;152;STO_004
STO_034;855;STO_005
STO_034;623;STO_006
STO_034;926;STO_007
STO_034;2241;STO_008
STO_034;989;STO_009
STO_034;1047;STO_010
STO_034;2361;STO_011
STO_034;907;STO_012
STO_034;1576;STO_013
STO_034;2610;STO_014
STO_034;3098;STO_015
STO_034;594;STO_016
STO_034;1955;STO_017
STO_034;1323;STO_018
STO_034;912;STO_019
STO_034;313;STO_020
STO_034;569;STO_021
STO_034;501;STO_022
STO_034;1567;STO_023
STO_034;1727;STO_024
STO_034;1347;STO_025
STO_034;2590;STO_026
STO_034;776;STO_027
STO_034;2471;STO_028
STO_034;3010;STO_029
STO_034;2632;STO_030
STO_034;941;STO_031
STO_034;2005;STO_032
STO_034;921;STO_033
STO_034;0;STO_034
STO_034;620;STO_035
STO_034;2766;STO_036
STO_034;684;STO_037
STO_034;2088;STO_038
STO_034;350;STO_039
STO_034;1818;STO_040
STO_034;2518;STO_041
STO_034;511;STO_042
STO_034;2344;STO_043
STO_034;741;STO_044
STO_034;291;STO_045
STO_034;2272;STO_046
STO_034;1120;STO_047
STO_034;659;STO_048
STO_035;1599;HUB_001
STO_035;1126;STO_002
STO_035;2312;STO_003
STO_035;764;STO_004
STO_035;978;STO_005
STO_035;196;STO_006
STO_035;801;STO_007
STO_035;1893;STO_008
STO_035;497;STO_009
STO_035;1409;STO_010
STO_035;2449;STO_011
STO_035;1497;STO_012
STO_035;1667;STO_013
STO_035;2540;STO_014
STO_035;2483;STO_015
STO_035;642;STO_016
STO_035;1443;STO_017
STO_035;713;STO_018
STO_035;1146;STO_019
STO_035;912;STO_020
STO_035;386;STO_021
STO_035;939;STO_022
STO_035;1461;STO_023
STO_035;1453;STO_024
STO_035;1967;STO_025
STO_035;2181;STO_026
STO_035;1201;STO_027
STO_035;1853;STO_028
STO_035;2954;STO_029
STO_035;2276;STO_030
STO_035;1532;STO_031
STO_035;1614;STO_032
STO_035;1039;STO_033
STO_035;620;STO_034
STO_035;0;STO_035
STO_035;2357;STO_036
STO_035;1029;STO_037
STO_035;1581;STO_038
STO_035;896;STO_039
STO_035;1269;STO_040
STO_035;1992;STO_041
STO_035;841;STO_042
STO_035;1735;STO_043
STO_035;1359;STO_044
STO_035;612;STO_045
STO_035;1690;STO_046
STO_035;898;STO_047
STO_035;999;STO_048
STO_036;1763;HUB_001
STO_036;2998;STO_002
STO_036;1543;STO_003
STO_036;2830;STO_004
STO_036;2152;STO_005
STO_036;2220;STO_006
STO_036;1884;STO_007
STO_036;3646;STO_008
STO_036;2572;STO_009
STO_036;2582;STO_010
STO_036;2077;STO_011
STO_036;3227;STO_012
STO_036;1953;STO_013
STO_036;1529;STO_014
STO_036;1876;STO_015
STO_036;3000;STO_016
STO_036;1009;STO_017
STO_036;1861;STO_018
STO_036;3503;STO_019
STO_036;2888;STO_020
STO_036;2739;STO_021
STO_036;3233;STO_022
STO_036;1498;STO_023
STO_036;3457;STO_024
STO_036;3826;STO_025
STO_036;176;STO_026
STO_036;2663;STO_027
STO_036;1776;STO_028
STO_036;1754;STO_029
STO_036;291;STO_030
STO_036;3661;STO_031
STO_036;3345;STO_032
STO_036;2123;STO_033
STO_036;2766;STO_034
STO_036;2357;STO_035
STO_036;0;STO_036
STO_036;3365;STO_037
STO_036;2962;STO_038
STO_036;2781;STO_039
STO_036;1248;STO_040
STO_036;754;STO_041
STO_036;3171;STO_042
STO_036;1561;STO_043
STO_036;3397;STO_044
STO_036;2521;STO_045
STO_036;2604;STO_046
STO_036;3108;STO_047
STO_036;3335;STO_048
STO_037;2518;HUB_001
STO_037;1388;STO_002
STO_037;3277;STO_003
STO_037;723;STO_004
STO_037;1538;STO_005
STO_037;1145;STO_006
STO_037;1592;STO_007
STO_037;1930;STO_008
STO_037;1094;STO_009
STO_037;1648;STO_010
STO_037;3028;STO_011
STO_037;1224;STO_012
STO_037;2252;STO_013
STO_037;3295;STO_014
STO_037;3404;STO_015
STO_037;447;STO_016
STO_037;2472;STO_017
STO_037;1702;STO_018
STO_037;259;STO_019
STO_037;811;STO_020
STO_037;693;STO_021
STO_037;206;STO_022
STO_037;2248;STO_023
STO_037;1388;STO_024
STO_037;1381;STO_025
STO_037;3189;STO_026
STO_037;1364;STO_027
STO_037;2767;STO_028
STO_037;3694;STO_029
STO_037;3258;STO_030
STO_037;761;STO_031
STO_037;1768;STO_032
STO_037;1604;STO_033
STO_037;684;STO_034
STO_037;1029;STO_035
STO_037;3365;STO_036
STO_037;0;STO_037
STO_037;2011;STO_038
STO_037;925;STO_039
STO_037;2295;STO_040
STO_037;3021;STO_041
STO_037;194;STO_042
STO_037;2691;STO_043
STO_037;795;STO_044
STO_037;975;STO_045
STO_037;2332;STO_046
STO_037;868;STO_047
STO_037;30;STO_048
STO_038;1271;HUB_001
STO_038;625;STO_002
STO_038;1964;STO_003
STO_038;2240;STO_004
STO_038;2527;STO_005
STO_038;1735;STO_006
STO_038;2260;STO_007
STO_038;736;STO_008
STO_038;1106;STO_009
STO_038;2990;STO_010
STO_038;3869;STO_011
STO_038;2992;STO_012
STO_038;3141;STO_013
STO_038;3780;STO_014
STO_038;1902;STO_015
STO_038;1628;STO_016
STO_038;1990;STO_017
STO_038;1324;STO_018
STO_038;1892;STO_019
STO_038;2401;STO_020
STO_038;1526;STO_021
STO_038;2089;STO_022
STO_038;2793;STO_023
STO_038;874;STO_024
STO_038;3340;STO_025
STO_038;2823;STO_026
STO_038;2778;STO_027
STO_038;1403;STO_028
STO_038;4179;STO_029
STO_038;3038;STO_030
STO_038;2760;STO_031
STO_038;498;STO_032
STO_038;2581;STO_033
STO_038;2088;STO_034
STO_038;1581;STO_035
STO_038;2962;STO_036
STO_038;2011;STO_037
STO_038;0;STO_038
STO_038;2425;STO_039
STO_038;1755;STO_040
STO_038;2271;STO_041
STO_038;1934;STO_042
STO_038;1513;STO_043
STO_038;2710;STO_044
STO_038;2180;STO_045
STO_038;505;STO_046
STO_038;1148;STO_047
STO_038;1993;STO_048
STO_039;2451;HUB_001
STO_039;1883;STO_002
STO_039;3106;STO_003
STO_039;221;STO_004
STO_039;692;STO_005
STO_039;832;STO_006
STO_039;896;STO_007
STO_039;2591;STO_008
STO_039;1320;STO_009
STO_039;727;STO_010
STO_039;2113;STO_011
STO_039;603;STO_012
STO_039;1353;STO_013
STO_039;2431;STO_014
STO_039;3314;STO_015
STO_039;936;STO_016
STO_039;2066;STO_017
STO_039;1549;STO_018
STO_039;1177;STO_019
STO_039;126;STO_020
STO_039;916;STO_021
STO_039;719;STO_022
STO_039;1448;STO_023
STO_039;2076;STO_024
STO_039;1127;STO_025
STO_039;2609;STO_026
STO_039;446;STO_027
STO_039;2701;STO_028
STO_039;2818;STO_029
STO_039;2615;STO_030
STO_039;887;STO_031
STO_039;2355;STO_032
STO_039;748;STO_033
STO_039;350;STO_034
STO_039;896;STO_035
STO_039;2781;STO_036
STO_039;925;STO_037
STO_039;2425;STO_038
STO_039;0;STO_039
STO_039;1964;STO_040
STO_039;2626;STO_041
STO_039;789;STO_042
STO_039;2553;STO_043
STO_039;616;STO_044
STO_039;314;STO_045
STO_039;2582;STO_046
STO_039;1469;STO_047
STO_039;906;STO_048
STO_040;765;HUB_001
STO_040;1750;STO_002
STO_040;1175;STO_003
STO_040;1928;STO_004
STO_040;1551;STO_005
STO_040;1197;STO_006
STO_040;1192;STO_007
STO_040;2411;STO_008
STO_040;1362;STO_009
STO_040;2095;STO_010
STO_040;2375;STO_011
STO_040;2530;STO_012
STO_040;1820;STO_013
STO_040;2122;STO_014
STO_040;1439;STO_015
STO_040;1880;STO_016
STO_040;240;STO_017
STO_040;638;STO_018
STO_040;2384;STO_019
STO_040;2036;STO_020
STO_040;1616;STO_021
STO_040;2206;STO_022
STO_040;1337;STO_023
STO_040;2210;STO_024
STO_040;3091;STO_025
STO_040;1092;STO_026
STO_040;2040;STO_027
STO_040;938;STO_028
STO_040;2496;STO_029
STO_040;1287;STO_030
STO_040;2759;STO_031
STO_040;2106;STO_032
STO_040;1563;STO_033
STO_040;1818;STO_034
STO_040;1269;STO_035
STO_040;1248;STO_036
STO_040;2295;STO_037
STO_040;1755;STO_038
STO_040;1964;STO_039
STO_040;0;STO_040
STO_040;727;STO_041
STO_040;2110;STO_042
STO_040;715;STO_043
STO_040;2542;STO_044
STO_040;1653;STO_045
STO_040;1477;STO_046
STO_040;1893;STO_047
STO_040;2265;STO_048
STO_041;1029;HUB_001
STO_041;2398;STO_002
STO_041;847;STO_003
STO_041;2617;STO_004
STO_041;2117;STO_005
STO_041;1906;STO_006
STO_041;1779;STO_007
STO_041;2982;STO_008
STO_041;2076;STO_009
STO_041;2632;STO_010
STO_041;2534;STO_011
STO_041;3160;STO_012
STO_041;2177;STO_013
STO_041;2103;STO_014
STO_041;1182;STO_015
STO_041;2608;STO_016
STO_041;563;STO_017
STO_041;1356;STO_018
STO_041;3111;STO_019
STO_041;2711;STO_020
STO_041;2343;STO_021
STO_041;2926;STO_022
STO_041;1670;STO_023
STO_041;2859;STO_024
STO_041;3741;STO_025
STO_041;676;STO_026
STO_041;2632;STO_027
STO_041;1023;STO_028
STO_041;2401;STO_029
STO_041;945;STO_030
STO_041;3456;STO_031
STO_041;2691;STO_032
STO_041;2111;STO_033
STO_041;2518;STO_034
STO_041;1992;STO_035
STO_041;754;STO_036
STO_041;3021;STO_037
STO_041;2271;STO_038
STO_041;2626;STO_039
STO_041;727;STO_040
STO_041;0;STO_041
STO_041;2834;STO_042
STO_041;813;STO_043
STO_041;3225;STO_044
STO_041;2326;STO_045
STO_041;1878;STO_046
STO_041;2600;STO_047
STO_041;2991;STO_048
STO_042;2359;HUB_001
STO_042;1322;STO_002
STO_042;3110;STO_003
STO_042;575;STO_004
STO_042;1366;STO_005
STO_042;952;STO_006
STO_042;1403;STO_007
STO_042;1925;STO_008
STO_042;954;STO_009
STO_042;1517;STO_010
STO_042;2869;STO_011
STO_042;1170;STO_012
STO_042;2087;STO_013
STO_042;3117;STO_014
STO_042;3248;STO_015
STO_042;313;STO_016
STO_042;2283;STO_017
STO_042;1525;STO_018
STO_042;401;STO_019
STO_042;687;STO_020
STO_042;525;STO_021
STO_042;155;STO_022
STO_042;2064;STO_023
STO_042;1386;STO_024
STO_042;1412;STO_025
STO_042;2995;STO_026
STO_042;1235;STO_027
STO_042;2611;STO_028
STO_042;3519;STO_029
STO_042;3064;STO_030
STO_042;829;STO_031
STO_042;1736;STO_032
STO_042;1432;STO_033
STO_042;511;STO_034
STO_042;841;STO_035
STO_042;3171;STO_036
STO_042;194;STO_037
STO_042;1934;STO_038
STO_042;789;STO_039
STO_042;2110;STO_040
STO_042;2834;STO_041
STO_042;0;STO_042
STO_042;2525;STO_043
STO_042;793;STO_044
STO_042;799;STO_045
STO_042;2223;STO_046
STO_042;818;STO_047
STO_042;164;STO_048
STO_043;243;HUB_001
STO_043;1763;STO_002
STO_043;586;STO_003
STO_043;2475;STO_004
STO_043;2231;STO_005
STO_043;1730;STO_006
STO_043;1872;STO_007
STO_043;2244;STO_008
STO_043;1622;STO_009
STO_043;2779;STO_010
STO_043;3066;STO_011
STO_043;3144;STO_012
STO_043;2535;STO_013
STO_043;2751;STO_014
STO_043;762;STO_015
STO_043;2246;STO_016
STO_043;822;STO_017
STO_043;1022;STO_018
STO_043;2718;STO_019
STO_043;2605;STO_020
STO_043;2000;STO_021
STO_043;2648;STO_022
STO_043;2048;STO_023
STO_043;2208;STO_024
STO_043;3673;STO_025
STO_043;1460;STO_026
STO_043;2695;STO_027
STO_043;239;STO_028
STO_043;3096;STO_029
STO_043;1716;STO_030
STO_043;3267;STO_031
STO_043;1971;STO_032
STO_043;2251;STO_033
STO_043;2344;STO_034
STO_043;1735;STO_035
STO_043;1561;STO_036
STO_043;2691;STO_037
STO_043;1513;STO_038
STO_043;2553;STO_039
STO_043;715;STO_040
STO_043;813;STO_041
STO_043;2525;STO_042
STO_043;0;STO_043
STO_043;3086;STO_044
STO_043;2238;STO_045
STO_043;1079;STO_046
STO_043;2083;STO_047
STO_043;2662;STO_048
STO_044;2958;HUB_001
STO_044;2108;STO_002
STO_044;3655;STO_003
STO_044;615;STO_004
STO_044;1285;STO_005
STO_044;1360;STO_006
STO_044;1513;STO_007
STO_044;2713;STO_008
STO_044;1662;STO_009
STO_044;1122;STO_010
STO_044;2566;STO_011
STO_044;479;STO_012
STO_044;1866;STO_013
STO_044;2965;STO_014
STO_044;3840;STO_015
STO_044;1084;STO_016
STO_044;2662;STO_017
STO_044;2064;STO_018
STO_044;1035;STO_019
STO_044;515;STO_020
STO_044;1208;STO_021
STO_044;642;STO_022
STO_044;2038;STO_023
STO_044;2172;STO_024
STO_044;632;STO_025
STO_044;3225;STO_026
STO_044;873;STO_027
STO_044;3212;STO_028
STO_044;3332;STO_029
STO_044;3229;STO_030
STO_044;291;STO_031
STO_044;2529;STO_032
STO_044;1333;STO_033
STO_044;741;STO_034
STO_044;1359;STO_035
STO_044;3397;STO_036
STO_044;795;STO_037
STO_044;2710;STO_038
STO_044;616;STO_039
STO_044;2542;STO_040
STO_044;3225;STO_041
STO_044;793;STO_042
STO_044;3086;STO_043
STO_044;0;STO_044
STO_044;898;STO_045
STO_044;2957;STO_046
STO_044;1611;STO_047
STO_044;798;STO_048
STO_045;2139;HUB_001
STO_045;1675;STO_002
STO_045;2791;STO_003
STO_045;310;STO_004
STO_045;567;STO_005
STO_045;523;STO_006
STO_045;651;STO_007
STO_045;2415;STO_008
STO_045;1076;STO_009
STO_045;837;STO_010
STO_045;2083;STO_011
STO_045;912;STO_012
STO_045;1294;STO_013
STO_045;2319;STO_014
STO_045;3000;STO_015
STO_045;835;STO_016
STO_045;1764;STO_017
STO_045;1237;STO_018
STO_045;1199;STO_019
STO_045;384;STO_020
STO_045;731;STO_021
STO_045;790;STO_022
STO_045;1278;STO_023
STO_045;1923;STO_024
STO_045;1441;STO_025
STO_045;2346;STO_026
STO_045;599;STO_027
STO_045;2388;STO_028
STO_045;2720;STO_029
STO_045;2372;STO_030
STO_045;1144;STO_031
STO_045;2159;STO_032
STO_045;634;STO_033
STO_045;291;STO_034
STO_045;612;STO_035
STO_045;2521;STO_036
STO_045;975;STO_037
STO_045;2180;STO_038
STO_045;314;STO_039
STO_045;1653;STO_040
STO_045;2326;STO_041
STO_045;799;STO_042
STO_045;2238;STO_043
STO_045;898;STO_044
STO_045;0;STO_045
STO_045;2302;STO_046
STO_045;1319;STO_047
STO_045;950;STO_048
STO_046;849;HUB_001
STO_046;1020;STO_002
STO_046;1476;STO_003
STO_046;2425;STO_004
STO_046;2548;STO_005
STO_046;1803;STO_006
STO_046;2236;STO_007
STO_046;1228;STO_008
STO_046;1296;STO_009
STO_046;3056;STO_010
STO_046;3756;STO_011
STO_046;3176;STO_012
