"Pseudonym";"Delivery days";"ServiceTimeFrom";"ServiceTimeTo"
"STO_532";"Mo-Sa";"01:00";"00:00"
"STO_533";"Mo-Sa";"01:00";"00:00"
"STO_534";"Mo-Sa";"01:00";"00:00"
"STO_535";"Mo-Sa";"01:00";"00:00"
"STO_536";"Mo-Sa";"01:00";"00:00"
"STO_537";"Mo-Sa";"07:00";"22:00"
"STO_538";"Mo-Sa";"06:00";"22:00"
"STO_539";"Mo-Sa";"06:00";"22:00"
"STO_540";"Mo-Sa";"01:00";"00:00"
"STO_541";"Mo-Sa";"07:00";"22:00"
"STO_542";"Mo-Sa";"06:00";"22:00"
"STO_543";"Mo-Sa";"01:00";"00:00"
"STO_544";"Mo-Sa";"01:00";"00:00"
"STO_545";"Mo-Sa";"06:00";"22:00"
"STO_546";"Mo-Sa";"05:00";"22:00"
"STO_547";"Mo-Sa";"01:00";"00:00"
"STO_548";"Mo-Sa";"01:00";"00:00"
"STO_549";"Mo-Sa";"05:00";"22:00"
"STO_550";"Mo-Sa";"01:00";"00:00"
"STO_551";"Mo-Sa";"06:00";"07:30"
"STO_552";"Mo-Sa";"01:00";"00:00"
"STO_553";"Mo-Sa";"01:00";"00:00"
"STO_554";"Mo-Sa";"01:00";"00:00"
"STO_555";"Mo-Sa";"01:00";"00:00"
"STO_556";"Mo-Sa";"01:00";"00:00"
"STO_557";"Mo-Sa";"06:00";"22:00"
"STO_558";"Mo-Sa";"01:00";"00:00"
"STO_559";"Mo-Sa";"06:00";"22:00"
"STO_560";"Mo-Sa";"01:00";"00:00"
"STO_561";"Mo-Sa";"07:00";"22:00"
"STO_562";"Mo-Sa";"01:00";"00:00"
"STO_563";"Mo-Sa";"01:00";"00:00"
"STO_564";"Mo-Sa";"01:00";"00:00"
"STO_565";"Mo-Sa";"01:00";"00:00"
"STO_566";"Mo-Sa";"01:00";"00:00"
"STO_567";"Mo-Sa";"01:00";"00:00"
"STO_568";"Mo-Sa";"01:00";"00:00"
"STO_569";"Mo-Sa";"06:30";"22:00"
"STO_570";"Mo-Sa";"06:00";"22:00"
"STO_571";"Mo-Sa";"06:30";"22:00"
"STO_572";"Mo-Sa";"06:30";"22:00"
"STO_573";"Mo-Sa";"07:00";"22:00"
"STO_574";"Mo-Sa";"06:30";"22:00"
"STO_575";"Mo-Sa";"07:00";"22:00"
"STO_576";"Mo-Sa";"05:00";"22:00"
"STO_577";"Mo-Sa";"01:00";"00:00"
"STO_578";"Mo-Sa";"06:00";"22:00"
"STO_579";"Mo-Sa";"06:00";"22:00"
"STO_580";"Mo-Sa";"06:00";"22:00"
"STO_581";"Mo-Sa";"01:00";"00:00"
"STO_582";"Mo-Sa";"01:00";"00:00"
"STO_583";"Mo-Sa";"01:00";"00:00"
"STO_584";"Mo-Sa";"06:00";"22:00"
"STO_585";"Mo-Sa";"01:00";"00:00"
"STO_586";"Mo-Sa";"06:00";"22:00"
"STO_587";"Mo-Sa";"07:00";"22:00"
"STO_588";"Mo-Sa";"01:00";"00:00"
"STO_589";"Mo-Sa";"01:00";"00:00"
"STO_590";"Mo-Sa";"01:00";"00:00"
"STO_591";"Mo-Sa";"01:00";"00:00"
"STO_592";"Mo-Sa";"01:00";"00:00"
"STO_593";"Mo-Sa";"01:00";"00:00"
"STO_594";"Mo-Sa";"06:00";"22:00"
"STO_595";"Mo-Sa";"01:00";"00:00"
"STO_596";"Mo-Sa";"01:00";"00:00"
"STO_597";"Mo-Sa";"06:00";"22:00"
"STO_598";"Mo-Sa";"01:00";"00:00"
"STO_599";"Mo-Sa";"01:00";"00:00"
"STO_600";"Mo-Sa";"01:00";"00:00"
"STO_601";"Mo-Sa";"01:00";"00:00"
"STO_602";"Mo-Sa";"01:00";"00:00"
"STO_603";"Mo-Sa";"01:00";"00:00"
"STO_604";"Mo-Sa";"01:00";"00:00"
"STO_605";"Mo-Sa";"01:00";"00:00"
"STO_606";"Mo-Sa";"01:00";"00:00"
"STO_607";"Mo-Sa";"01:00";"00:00"
"STO_608";"Mo-Sa";"01:00";"00:00"
"STO_609";"Mo-Sa";"01:00";"00:00"
"STO_610";"Mo-Sa";"01:00";"00:00"
"STO_611";"Mo-Sa";"06:00";"22:00"
"STO_612";"Mo-Sa";"01:00";"00:00"
"STO_613";"Mo-Sa";"01:00";"00:00"
"STO_614";"Mo-Sa";"01:00";"00:00"
"STO_615";"Mo-Sa";"01:00";"00:00"
"STO_616";"Mo-Sa";"01:00";"00:00"
"STO_617";"Mo-Sa";"01:00";"00:00"
"STO_618";"Mo-Sa";"01:00";"00:00"
"STO_619";"Mo-Sa";"01:00";"00:00"
"STO_620";"Mo-Sa";"06:00";"22:00"
"STO_621";"Mo-Sa";"01:00";"00:00"
"STO_622";"Mo-Sa";"06:00";"22:00"
"STO_623";"Mo-Sa";"01:00";"00:00"
"STO_624";"Mo-Sa";"06:00";"22:00"
"STO_625";"Mo-Sa";"06:00";"22:00"
"STO_626";"Mo-Sa";"01:00";"00:00"
"STO_627";"Mo-Sa";"01:00";"00:00"
"STO_628";"Mo-Sa";"01:00";"00:00"
"STO_629";"Mo-Sa";"01:00";"00:00"
"STO_630";"Mo-Sa";"06:00";"22:00"
"STO_631";"Mo-Sa";"01:00";"00:00"
"STO_632";"Mo-Sa";"01:00";"00:00"
"STO_633";"Mo-Sa";"01:00";"00:00"
"STO_634";"Mo-Sa";"01:00";"00:00"
"STO_635";"Mo-Sa";"01:00";"00:00"
"STO_636";"Mo-Sa";"06:00";"22:00"
"STO_637";"Mo-Sa";"07:00";"22:00"
"STO_638";"Mo-Sa";"06:00";"22:00"
"STO_639";"Mo-Sa";"06:00";"22:00"
"STO_640";"Mo-Sa";"06:00";"07:30"
"STO_641";"Mo-Sa";"07:00";"22:00"
"STO_642";"Mo-Sa";"01:00";"00:00"
"STO_643";"Mo-Sa";"06:00";"22:00"
"STO_644";"Mo-Sa";"01:00";"00:00"
"STO_645";"Mo-Sa";"01:00";"00:00"
"STO_646";"Mo-Sa";"01:00";"00:00"
"STO_647";"Mo-Sa";"01:00";"00:00"
"STO_648";"Mo-Sa";"01:00";"00:00"
"STO_649";"Mo-Sa";"06:00";"22:00"
"STO_650";"Mo-Sa";"01:00";"00:00"
"STO_651";"Mo-Sa";"01:00";"00:00"
"STO_652";"Mo-Sa";"01:00";"00:00"
"STO_653";"Mo-Sa";"01:00";"00:00"
"STO_654";"Mo-Sa";"01:00";"00:00"
"STO_655";"Mo-Sa";"01:00";"00:00"
"STO_656";"Mo-Sa";"07:00";"22:00"
"STO_657";"Mo-Sa";"06:00";"22:00"
"STO_658";"Mo-Sa";"01:00";"00:00"
"STO_659";"Mo-Sa";"01:00";"00:00"
"STO_660";"Mo-Sa";"01:00";"00:00"
"STO_661";"Mo-Sa";"06:00";"22:00"
"STO_662";"Mo-Sa";"06:00";"22:00"
"STO_663";"Mo-Sa";"01:00";"00:00"
"STO_664";"Mo-Sa";"01:00";"00:00"
"STO_665";"Mo-Sa";"01:00";"00:00"
"STO_666";"Mo-Sa";"01:00";"00:00"
"STO_667";"Mo-Sa";"06:00";"22:00"
"STO_668";"Mo-Sa";"01:00";"00:00"
"STO_669";"Mo-Sa";"01:00";"00:00"
"STO_670";"Mo-Sa";"01:00";"00:00"
"STO_671";"Mo-Sa";"01:00";"00:00"
"STO_672";"Mo-Sa";"01:00";"00:00"
"STO_673";"Mo-Sa";"01:00";"00:00"
"STO_674";"Mo-Sa";"01:00";"00:00"
"STO_675";"Mo-Sa";"01:00";"00:00"
"STO_676";"Mo-Sa";"01:00";"00:00"
"STO_677";"Mo-Sa";"06:00";"22:00"
"STO_678";"Mo-Sa";"00:00";"07:00"
"STO_679";"Mo-Sa";"01:00";"00:00"
"STO_680";"Mo-Sa";"01:00";"00:00"
"STO_681";"Mo-Sa";"01:00";"00:00"
"STO_682";"Mo-Sa";"01:00";"00:00"
"STO_683";"Mo-Sa";"01:00";"00:00"
"STO_684";"Mo-Sa";"01:00";"00:00"
"STO_685";"Mo-Sa";"01:00";"00:00"
"STO_686";"Mo-Sa";"01:00";"00:00"
"STO_687";"Mo-Sa";"01:00";"00:00"
"STO_688";"Mo-Sa";"01:00";"00:00"
"STO_689";"Mo-Sa";"01:00";"00:00"
"STO_690";"Mo-Sa";"01:00";"00:00"
"STO_691";"Mo-Sa";"01:00";"00:00"
"STO_692";"Mo-Sa";"01:00";"00:00"
"STO_693";"Mo-Sa";"06:00";"22:00"
"STO_694";"Mo-Sa";"06:00";"22:00"
"STO_695";"Mo-Sa";"01:00";"00:00"
"STO_696";"Mo-Sa";"01:00";"00:00"
"STO_697";"Mo-Sa";"01:00";"00:00"
"STO_698";"Mo-Sa";"01:00";"00:00"
"STO_699";"Mo-Sa";"01:00";"00:00"
"STO_700";"Mo-Sa";"01:00";"00:00"
"STO_701";"Mo-Sa";"01:00";"00:00"
"STO_702";"Mo-Sa";"06:00";"08:00"
"STO_703";"Mo-Sa";"01:00";"00:00"
"STO_704";"Mo-Sa";"01:00";"00:00"
"STO_705";"Mo-Sa";"06:00";"22:00"
"STO_706";"Mo-Sa";"06:00";"22:00"
"STO_707";"Mo-Sa";"06:00";"22:00"
"STO_708";"Mo-Sa";"06:00";"22:00"
"STO_709";"Mo-Sa";"01:00";"00:00"
"STO_710";"Mo-Sa";"01:00";"00:00"
"STO_711";"Mo-Sa";"01:00";"00:00"
"STO_712";"Mo-Sa";"01:00";"00:00"
"STO_713";"Mo-Sa";"01:00";"00:00"
"STO_714";"Mo-Sa";"01:00";"00:00"
"STO_715";"Mo-Sa";"01:00";"00:00"
"STO_716";"Mo-Sa";"01:00";"00:00"
"STO_717";"Mo-Sa";"01:00";"00:00"
"STO_718";"Mo-Sa";"01:00";"00:00"
"STO_719";"Mo-Sa";"01:00";"00:00"
"STO_720";"Mo-Sa";"01:00";"00:00"
"STO_721";"Mo-Sa";"01:00";"00:00"
"STO_722";"Mo-Sa";"06:00";"08:00"
"STO_723";"Mo-Sa";"01:00";"00:00"
"STO_724";"Mo-Sa";"01:00";"00:00"
"STO_725";"Mo-Sa";"01:00";"00:00"
"STO_726";"Mo-Sa";"01:00";"00:00"
"STO_727";"Mo-Sa";"01:00";"00:00"
"STO_728";"Mo-Sa";"01:00";"00:00"
"STO_729";"Mo-Sa";"06:00";"22:00"
"STO_730";"Mo-Sa";"01:00";"00:00"
"STO_731";"Mo-Sa";"05:30";"08:00"
"STO_732";"Mo-Sa";"01:00";"00:00"
"STO_733";"Mo-Sa";"01:00";"00:00"
"STO_734";"Mo-Sa";"06:00";"22:00"
"STO_735";"Mo-Sa";"01:00";"00:00"
"STO_736";"Mo-Sa";"01:00";"00:00"
